name,email,phone,address,city,country,tax_id,contact_person,total_purchased,purchase_order_count,rating,status,notes
Supplier_0017,supplier0017@example.com,0700000017,SupplierAddr_0017_NhaTrang,NhaTrang,Vietnam,TAX000000017,Contact_0017,879466559.00,128,excellent,inactive,demo_data
Supplier_0018,supplier0018@example.com,0700000018,SupplierAddr_0018_VungTau,VungTau,Vietnam,TAX000000018,Contact_0018,554644952.00,354,good,blocked,demo_data
Supplier_0019,supplier0019@example.com,0700000019,SupplierAddr_0019_BinhDuong,BinhDuong,Vietnam,TAX000000019,Contact_0019,2315121864.00,353,average,active,demo_data
Supplier_0020,supplier0020@example.com,0700000020,SupplierAddr_0020_BacNinh,BacNinh,Vietnam,TAX000000020,Contact_0020,388331909.00,39,poor,inactive,demo_data
Supplier_0021,supplier0021@example.com,0700000021,SupplierAddr_0021_HaNoi,HaNoi,Vietnam,TAX000000021,Contact_0021,167576177.00,42,excellent,blocked,demo_data
Supplier_0022,supplier0022@example.com,0700000022,SupplierAddr_0022_HoChiMinh,HoChiMinh,Vietnam,TAX000000022,Contact_0022,863635441.00,53,good,active,demo_data
Supplier_0023,supplier0023@example.com,0700000023,SupplierAddr_0023_DaNang,DaNang,Vietnam,TAX000000023,Contact_0023,273130764.00,394,average,inactive,demo_data
Supplier_0024,supplier0024@example.com,0700000024,SupplierAddr_0024_HaiPhong,HaiPhong,Vietnam,TAX000000024,Contact_0024,603977768.00,286,poor,blocked,demo_data
Supplier_0025,supplier0025@example.com,0700000025,SupplierAddr_0025_CanTho,CanTho,Vietnam,TAX000000025,Contact_0025,1237789969.00,113,excellent,active,demo_data
Supplier_0026,supplier0026@example.com,0700000026,SupplierAddr_0026_Hue,Hue,Vietnam,TAX000000026,Contact_0026,2141448705.00,343,good,inactive,demo_data
Supplier_0027,supplier0027@example.com,0700000027,SupplierAddr_0027_NhaTrang,NhaTrang,Vietnam,TAX000000027,Contact_0027,2063867979.00,65,average,blocked,demo_data
Supplier_0028,supplier0028@example.com,0700000028,SupplierAddr_0028_VungTau,VungTau,Vietnam,TAX000000028,Contact_0028,1148295989.00,42,poor,active,demo_data
Supplier_0029,supplier0029@example.com,0700000029,SupplierAddr_0029_BinhDuong,BinhDuong,Vietnam,TAX000000029,Contact_0029,946138768.00,17,excellent,inactive,demo_data
Supplier_0030,supplier0030@example.com,0700000030,SupplierAddr_0030_BacNinh,BacNinh,Vietnam,TAX000000030,Contact_0030,292422273.00,10,good,blocked,demo_data
Supplier_0031,supplier0031@example.com,0700000031,SupplierAddr_0031_HaNoi,HaNoi,Vietnam,TAX000000031,Contact_0031,2167681585.00,269,average,active,demo_data
Supplier_0032,supplier0032@example.com,0700000032,SupplierAddr_0032_HoChiMinh,HoChiMinh,Vietnam,TAX000000032,Contact_0032,1586915364.00,139,poor,inactive,demo_data
Supplier_0033,supplier0033@example.com,0700000033,SupplierAddr_0033_DaNang,DaNang,Vietnam,TAX000000033,Contact_0033,1171681780.00,87,excellent,blocked,demo_data
Supplier_0034,supplier0034@example.com,0700000034,SupplierAddr_0034_HaiPhong,HaiPhong,Vietnam,TAX000000034,Contact_0034,566127756.00,252,good,active,demo_data
Supplier_0035,supplier0035@example.com,0700000035,SupplierAddr_0035_CanTho,CanTho,Vietnam,TAX000000035,Contact_0035,1901919644.00,244,average,inactive,demo_data
Supplier_0036,supplier0036@example.com,0700000036,SupplierAddr_0036_Hue,Hue,Vietnam,TAX000000036,Contact_0036,1734915230.00,51,poor,blocked,demo_data
Supplier_0037,supplier0037@example.com,0700000037,SupplierAddr_0037_NhaTrang,NhaTrang,Vietnam,TAX000000037,Contact_0037,388059794.00,169,excellent,active,demo_data
Supplier_0038,supplier0038@example.com,0700000038,SupplierAddr_0038_VungTau,VungTau,Vietnam,TAX000000038,Contact_0038,1074803853.00,350,good,inactive,demo_data
Supplier_0039,supplier0039@example.com,0700000039,SupplierAddr_0039_BinhDuong,BinhDuong,Vietnam,TAX000000039,Contact_0039,617146433.00,258,average,blocked,demo_data
Supplier_0040,supplier0040@example.com,0700000040,SupplierAddr_0040_BacNinh,BacNinh,Vietnam,TAX000000040,Contact_0040,124295038.00,374,poor,active,demo_data
Supplier_0041,supplier0041@example.com,0700000041,SupplierAddr_0041_HaNoi,HaNoi,Vietnam,TAX000000041,Contact_0041,1950447612.00,359,excellent,inactive,demo_data
Supplier_0042,supplier0042@example.com,0700000042,SupplierAddr_0042_HoChiMinh,HoChiMinh,Vietnam,TAX000000042,Contact_0042,1163800388.00,148,good,blocked,demo_data
Supplier_0043,supplier0043@example.com,0700000043,SupplierAddr_0043_DaNang,DaNang,Vietnam,TAX000000043,Contact_0043,1736246813.00,275,average,active,demo_data
Supplier_0044,supplier0044@example.com,0700000044,SupplierAddr_0044_HaiPhong,HaiPhong,Vietnam,TAX000000044,Contact_0044,1849105609.00,106,poor,inactive,demo_data
Supplier_0045,supplier0045@example.com,0700000045,SupplierAddr_0045_CanTho,CanTho,Vietnam,TAX000000045,Contact_0045,973623457.00,345,excellent,blocked,demo_data
Supplier_0046,supplier0046@example.com,0700000046,SupplierAddr_0046_Hue,Hue,Vietnam,TAX000000046,Contact_0046,417848248.00,213,good,active,demo_data
Supplier_0047,supplier0047@example.com,0700000047,SupplierAddr_0047_NhaTrang,NhaTrang,Vietnam,TAX000000047,Contact_0047,2068488726.00,157,average,inactive,demo_data
Supplier_0048,supplier0048@example.com,0700000048,SupplierAddr_0048_VungTau,VungTau,Vietnam,TAX000000048,Contact_0048,899324513.00,53,poor,blocked,demo_data
Supplier_0049,supplier0049@example.com,0700000049,SupplierAddr_0049_BinhDuong,BinhDuong,Vietnam,TAX000000049,Contact_0049,278932463.00,24,excellent,active,demo_data
Supplier_0050,supplier0050@example.com,0700000050,SupplierAddr_0050_BacNinh,BacNinh,Vietnam,TAX000000050,Contact_0050,1374687511.00,2,good,inactive,demo_data
Supplier_0051,supplier0051@example.com,0700000051,SupplierAddr_0051_HaNoi,HaNoi,Vietnam,TAX000000051,Contact_0051,369307158.00,184,average,blocked,demo_data
Supplier_0052,supplier0052@example.com,0700000052,SupplierAddr_0052_HoChiMinh,HoChiMinh,Vietnam,TAX000000052,Contact_0052,2170954953.00,304,poor,active,demo_data
Supplier_0053,supplier0053@example.com,0700000053,SupplierAddr_0053_DaNang,DaNang,Vietnam,TAX000000053,Contact_0053,753897146.00,66,excellent,inactive,demo_data
Supplier_0054,supplier0054@example.com,0700000054,SupplierAddr_0054_HaiPhong,HaiPhong,Vietnam,TAX000000054,Contact_0054,213681030.00,207,good,blocked,demo_data
Supplier_0055,supplier0055@example.com,0700000055,SupplierAddr_0055_CanTho,CanTho,Vietnam,TAX000000055,Contact_0055,1836680428.00,89,average,active,demo_data
Supplier_0056,supplier0056@example.com,0700000056,SupplierAddr_0056_Hue,Hue,Vietnam,TAX000000056,Contact_0056,1390938965.00,196,poor,inactive,demo_data
Supplier_0057,supplier0057@example.com,0700000057,SupplierAddr_0057_NhaTrang,NhaTrang,Vietnam,TAX000000057,Contact_0057,2206173965.00,273,excellent,blocked,demo_data
Supplier_0058,supplier0058@example.com,0700000058,SupplierAddr_0058_VungTau,VungTau,Vietnam,TAX000000058,Contact_0058,913210429.00,143,good,active,demo_data
Supplier_0059,supplier0059@example.com,0700000059,SupplierAddr_0059_BinhDuong,BinhDuong,Vietnam,TAX000000059,Contact_0059,741190595.00,341,average,inactive,demo_data
Supplier_0060,supplier0060@example.com,0700000060,SupplierAddr_0060_BacNinh,BacNinh,Vietnam,TAX000000060,Contact_0060,1818993041.00,393,poor,blocked,demo_data
Supplier_0061,supplier0061@example.com,0700000061,SupplierAddr_0061_HaNoi,HaNoi,Vietnam,TAX000000061,Contact_0061,1534375410.00,339,excellent,active,demo_data
Supplier_0062,supplier0062@example.com,0700000062,SupplierAddr_0062_HoChiMinh,HoChiMinh,Vietnam,TAX000000062,Contact_0062,2001461416.00,248,good,inactive,demo_data
Supplier_0063,supplier0063@example.com,0700000063,SupplierAddr_0063_DaNang,DaNang,Vietnam,TAX000000063,Contact_0063,926174081.00,117,average,blocked,demo_data
Supplier_0064,supplier0064@example.com,0700000064,SupplierAddr_0064_HaiPhong,HaiPhong,Vietnam,TAX000000064,Contact_0064,1343852558.00,150,poor,active,demo_data
Supplier_0065,supplier0065@example.com,0700000065,SupplierAddr_0065_CanTho,CanTho,Vietnam,TAX000000065,Contact_0065,1631278105.00,79,excellent,inactive,demo_data
Supplier_0066,supplier0066@example.com,0700000066,SupplierAddr_0066_Hue,Hue,Vietnam,TAX000000066,Contact_0066,1090877831.00,225,good,blocked,demo_data
Supplier_0067,supplier0067@example.com,0700000067,SupplierAddr_0067_NhaTrang,NhaTrang,Vietnam,TAX000000067,Contact_0067,1713205924.00,273,average,active,demo_data
Supplier_0068,supplier0068@example.com,0700000068,SupplierAddr_0068_VungTau,VungTau,Vietnam,TAX000000068,Contact_0068,1023863528.00,269,poor,inactive,demo_data
Supplier_0069,supplier0069@example.com,0700000069,SupplierAddr_0069_BinhDuong,BinhDuong,Vietnam,TAX000000069,Contact_0069,940949597.00,196,excellent,blocked,demo_data
Supplier_0070,supplier0070@example.com,0700000070,SupplierAddr_0070_BacNinh,BacNinh,Vietnam,TAX000000070,Contact_0070,617443107.00,274,good,active,demo_data
Supplier_0071,supplier0071@example.com,0700000071,SupplierAddr_0071_HaNoi,HaNoi,Vietnam,TAX000000071,Contact_0071,173550395.00,269,average,inactive,demo_data
Supplier_0072,supplier0072@example.com,0700000072,SupplierAddr_0072_HoChiMinh,HoChiMinh,Vietnam,TAX000000072,Contact_0072,438524400.00,191,poor,blocked,demo_data
Supplier_0073,supplier0073@example.com,0700000073,SupplierAddr_0073_DaNang,DaNang,Vietnam,TAX000000073,Contact_0073,451605625.00,108,excellent,active,demo_data
Supplier_0074,supplier0074@example.com,0700000074,SupplierAddr_0074_HaiPhong,HaiPhong,Vietnam,TAX000000074,Contact_0074,902433884.00,345,good,inactive,demo_data
Supplier_0075,supplier0075@example.com,0700000075,SupplierAddr_0075_CanTho,CanTho,Vietnam,TAX000000075,Contact_0075,1650042791.00,16,average,blocked,demo_data
Supplier_0076,supplier0076@example.com,0700000076,SupplierAddr_0076_Hue,Hue,Vietnam,TAX000000076,Contact_0076,1910211113.00,274,poor,active,demo_data
Supplier_0077,supplier0077@example.com,0700000077,SupplierAddr_0077_NhaTrang,NhaTrang,Vietnam,TAX000000077,Contact_0077,822241985.00,394,excellent,inactive,demo_data
Supplier_0078,supplier0078@example.com,0700000078,SupplierAddr_0078_VungTau,VungTau,Vietnam,TAX000000078,Contact_0078,632414621.00,270,good,blocked,demo_data
Supplier_0079,supplier0079@example.com,0700000079,SupplierAddr_0079_BinhDuong,BinhDuong,Vietnam,TAX000000079,Contact_0079,299277511.00,151,average,active,demo_data
Supplier_0080,supplier0080@example.com,0700000080,SupplierAddr_0080_BacNinh,BacNinh,Vietnam,TAX000000080,Contact_0080,1029931368.00,42,poor,inactive,demo_data
Supplier_0081,supplier0081@example.com,0700000081,SupplierAddr_0081_HaNoi,HaNoi,Vietnam,TAX000000081,Contact_0081,2039734203.00,356,excellent,blocked,demo_data
Supplier_0082,supplier0082@example.com,0700000082,SupplierAddr_0082_HoChiMinh,HoChiMinh,Vietnam,TAX000000082,Contact_0082,218399240.00,237,good,active,demo_data
Supplier_0083,supplier0083@example.com,0700000083,SupplierAddr_0083_DaNang,DaNang,Vietnam,TAX000000083,Contact_0083,121186683.00,76,average,inactive,demo_data
Supplier_0084,supplier0084@example.com,0700000084,SupplierAddr_0084_HaiPhong,HaiPhong,Vietnam,TAX000000084,Contact_0084,2017492803.00,17,poor,blocked,demo_data
Supplier_0085,supplier0085@example.com,0700000085,SupplierAddr_0085_CanTho,CanTho,Vietnam,TAX000000085,Contact_0085,182031681.00,180,excellent,active,demo_data
Supplier_0086,supplier0086@example.com,0700000086,SupplierAddr_0086_Hue,Hue,Vietnam,TAX000000086,Contact_0086,1882971103.00,275,good,inactive,demo_data
Supplier_0087,supplier0087@example.com,0700000087,SupplierAddr_0087_NhaTrang,NhaTrang,Vietnam,TAX000000087,Contact_0087,389199357.00,171,average,blocked,demo_data
Supplier_0088,supplier0088@example.com,0700000088,SupplierAddr_0088_VungTau,VungTau,Vietnam,TAX000000088,Contact_0088,1290642764.00,181,poor,active,demo_data
Supplier_0089,supplier0089@example.com,0700000089,SupplierAddr_0089_BinhDuong,BinhDuong,Vietnam,TAX000000089,Contact_0089,493900599.00,241,excellent,inactive,demo_data
Supplier_0090,supplier0090@example.com,0700000090,SupplierAddr_0090_BacNinh,BacNinh,Vietnam,TAX000000090,Contact_0090,1366762847.00,283,good,blocked,demo_data
Supplier_0091,supplier0091@example.com,0700000091,SupplierAddr_0091_HaNoi,HaNoi,Vietnam,TAX000000091,Contact_0091,2100276787.00,65,average,active,demo_data
Supplier_0092,supplier0092@example.com,0700000092,SupplierAddr_0092_HoChiMinh,HoChiMinh,Vietnam,TAX000000092,Contact_0092,2105700279.00,234,poor,inactive,demo_data
Supplier_0093,supplier0093@example.com,0700000093,SupplierAddr_0093_DaNang,DaNang,Vietnam,TAX000000093,Contact_0093,1840195846.00,120,excellent,blocked,demo_data
Supplier_0094,supplier0094@example.com,0700000094,SupplierAddr_0094_HaiPhong,HaiPhong,Vietnam,TAX000000094,Contact_0094,998432060.00,239,good,active,demo_data
Supplier_0095,supplier0095@example.com,0700000095,SupplierAddr_0095_CanTho,CanTho,Vietnam,TAX000000095,Contact_0095,295180504.00,125,average,inactive,demo_data
Supplier_0096,supplier0096@example.com,0700000096,SupplierAddr_0096_Hue,Hue,Vietnam,TAX000000096,Contact_0096,654840441.00,278,poor,blocked,demo_data
Supplier_0097,supplier0097@example.com,0700000097,SupplierAddr_0097_NhaTrang,NhaTrang,Vietnam,TAX000000097,Contact_0097,1418266127.00,332,excellent,active,demo_data
Supplier_0098,supplier0098@example.com,0700000098,SupplierAddr_0098_VungTau,VungTau,Vietnam,TAX000000098,Contact_0098,1030113231.00,8,good,inactive,demo_data
Supplier_0099,supplier0099@example.com,0700000099,SupplierAddr_0099_BinhDuong,BinhDuong,Vietnam,TAX000000099,Contact_0099,1993065784.00,301,average,blocked,demo_data
Supplier_0100,supplier0100@example.com,0700000100,SupplierAddr_0100_BacNinh,BacNinh,Vietnam,TAX000000100,Contact_0100,1145113806.00,210,poor,active,demo_data
Supplier_0101,supplier0101@example.com,0700000101,SupplierAddr_0101_HaNoi,HaNoi,Vietnam,TAX000000101,Contact_0101,1513666326.00,64,excellent,inactive,demo_data
Supplier_0102,supplier0102@example.com,0700000102,SupplierAddr_0102_HoChiMinh,HoChiMinh,Vietnam,TAX000000102,Contact_0102,1469980226.00,187,good,blocked,demo_data
Supplier_0103,supplier0103@example.com,0700000103,SupplierAddr_0103_DaNang,DaNang,Vietnam,TAX000000103,Contact_0103,280732265.00,164,average,active,demo_data
Supplier_0104,supplier0104@example.com,0700000104,SupplierAddr_0104_HaiPhong,HaiPhong,Vietnam,TAX000000104,Contact_0104,680110850.00,29,poor,inactive,demo_data
Supplier_0105,supplier0105@example.com,0700000105,SupplierAddr_0105_CanTho,CanTho,Vietnam,TAX000000105,Contact_0105,993015123.00,114,excellent,blocked,demo_data
Supplier_0106,supplier0106@example.com,0700000106,SupplierAddr_0106_Hue,Hue,Vietnam,TAX000000106,Contact_0106,1795537062.00,218,good,active,demo_data
Supplier_0107,supplier0107@example.com,0700000107,SupplierAddr_0107_NhaTrang,NhaTrang,Vietnam,TAX000000107,Contact_0107,1056034713.00,48,average,inactive,demo_data
Supplier_0108,supplier0108@example.com,0700000108,SupplierAddr_0108_VungTau,VungTau,Vietnam,TAX000000108,Contact_0108,518474709.00,75,poor,blocked,demo_data
Supplier_0109,supplier0109@example.com,0700000109,SupplierAddr_0109_BinhDuong,BinhDuong,Vietnam,TAX000000109,Contact_0109,1371026524.00,383,excellent,active,demo_data
Supplier_0110,supplier0110@example.com,0700000110,SupplierAddr_0110_BacNinh,BacNinh,Vietnam,TAX000000110,Contact_0110,2205707324.00,182,good,inactive,demo_data
Supplier_0111,supplier0111@example.com,0700000111,SupplierAddr_0111_HaNoi,HaNoi,Vietnam,TAX000000111,Contact_0111,869706367.00,146,average,blocked,demo_data
Supplier_0112,supplier0112@example.com,0700000112,SupplierAddr_0112_HoChiMinh,HoChiMinh,Vietnam,TAX000000112,Contact_0112,593998952.00,151,poor,active,demo_data
Supplier_0113,supplier0113@example.com,0700000113,SupplierAddr_0113_DaNang,DaNang,Vietnam,TAX000000113,Contact_0113,750179069.00,201,excellent,inactive,demo_data
Supplier_0114,supplier0114@example.com,0700000114,SupplierAddr_0114_HaiPhong,HaiPhong,Vietnam,TAX000000114,Contact_0114,1167938860.00,115,good,blocked,demo_data
Supplier_0115,supplier0115@example.com,0700000115,SupplierAddr_0115_CanTho,CanTho,Vietnam,TAX000000115,Contact_0115,1470951667.00,34,average,active,demo_data
Supplier_0116,supplier0116@example.com,0700000116,SupplierAddr_0116_Hue,Hue,Vietnam,TAX000000116,Contact_0116,633333115.00,226,poor,inactive,demo_data
Supplier_0117,supplier0117@example.com,0700000117,SupplierAddr_0117_NhaTrang,NhaTrang,Vietnam,TAX000000117,Contact_0117,1561058624.00,172,excellent,blocked,demo_data
Supplier_0118,supplier0118@example.com,0700000118,SupplierAddr_0118_VungTau,VungTau,Vietnam,TAX000000118,Contact_0118,570695278.00,194,good,active,demo_data
Supplier_0119,supplier0119@example.com,0700000119,SupplierAddr_0119_BinhDuong,BinhDuong,Vietnam,TAX000000119,Contact_0119,436086314.00,251,average,inactive,demo_data
Supplier_0120,supplier0120@example.com,0700000120,SupplierAddr_0120_BacNinh,BacNinh,Vietnam,TAX000000120,Contact_0120,525025075.00,18,poor,blocked,demo_data
Supplier_0121,supplier0121@example.com,0700000121,SupplierAddr_0121_HaNoi,HaNoi,Vietnam,TAX000000121,Contact_0121,704652121.00,150,excellent,active,demo_data
Supplier_0122,supplier0122@example.com,0700000122,SupplierAddr_0122_HoChiMinh,HoChiMinh,Vietnam,TAX000000122,Contact_0122,904433520.00,262,good,inactive,demo_data
Supplier_0123,supplier0123@example.com,0700000123,SupplierAddr_0123_DaNang,DaNang,Vietnam,TAX000000123,Contact_0123,542195756.00,27,average,blocked,demo_data
Supplier_0124,supplier0124@example.com,0700000124,SupplierAddr_0124_HaiPhong,HaiPhong,Vietnam,TAX000000124,Contact_0124,846615032.00,82,poor,active,demo_data
Supplier_0125,supplier0125@example.com,0700000125,SupplierAddr_0125_CanTho,CanTho,Vietnam,TAX000000125,Contact_0125,328346705.00,113,excellent,inactive,demo_data
Supplier_0126,supplier0126@example.com,0700000126,SupplierAddr_0126_Hue,Hue,Vietnam,TAX000000126,Contact_0126,1297094074.00,283,good,blocked,demo_data
Supplier_0127,supplier0127@example.com,0700000127,SupplierAddr_0127_NhaTrang,NhaTrang,Vietnam,TAX000000127,Contact_0127,1519898131.00,339,average,active,demo_data
Supplier_0128,supplier0128@example.com,0700000128,SupplierAddr_0128_VungTau,VungTau,Vietnam,TAX000000128,Contact_0128,1297244238.00,307,poor,inactive,demo_data
Supplier_0129,supplier0129@example.com,0700000129,SupplierAddr_0129_BinhDuong,BinhDuong,Vietnam,TAX000000129,Contact_0129,1455791395.00,50,excellent,blocked,demo_data
Supplier_0130,supplier0130@example.com,0700000130,SupplierAddr_0130_BacNinh,BacNinh,Vietnam,TAX000000130,Contact_0130,1588790038.00,392,good,active,demo_data
Supplier_0131,supplier0131@example.com,0700000131,SupplierAddr_0131_HaNoi,HaNoi,Vietnam,TAX000000131,Contact_0131,1633525337.00,184,average,inactive,demo_data
Supplier_0132,supplier0132@example.com,0700000132,SupplierAddr_0132_HoChiMinh,HoChiMinh,Vietnam,TAX000000132,Contact_0132,1019066159.00,96,poor,blocked,demo_data
Supplier_0133,supplier0133@example.com,0700000133,SupplierAddr_0133_DaNang,DaNang,Vietnam,TAX000000133,Contact_0133,492444109.00,279,excellent,active,demo_data
Supplier_0134,supplier0134@example.com,0700000134,SupplierAddr_0134_HaiPhong,HaiPhong,Vietnam,TAX000000134,Contact_0134,2124383042.00,32,good,inactive,demo_data
Supplier_0135,supplier0135@example.com,0700000135,SupplierAddr_0135_CanTho,CanTho,Vietnam,TAX000000135,Contact_0135,757017414.00,64,average,blocked,demo_data
Supplier_0136,supplier0136@example.com,0700000136,SupplierAddr_0136_Hue,Hue,Vietnam,TAX000000136,Contact_0136,601206625.00,396,poor,active,demo_data
Supplier_0137,supplier0137@example.com,0700000137,SupplierAddr_0137_NhaTrang,NhaTrang,Vietnam,TAX000000137,Contact_0137,1186111382.00,12,excellent,inactive,demo_data
Supplier_0138,supplier0138@example.com,0700000138,SupplierAddr_0138_VungTau,VungTau,Vietnam,TAX000000138,Contact_0138,202161321.00,339,good,blocked,demo_data
Supplier_0139,supplier0139@example.com,0700000139,SupplierAddr_0139_BinhDuong,BinhDuong,Vietnam,TAX000000139,Contact_0139,807122298.00,227,average,active,demo_data
Supplier_0140,supplier0140@example.com,0700000140,SupplierAddr_0140_BacNinh,BacNinh,Vietnam,TAX000000140,Contact_0140,1941656371.00,41,poor,inactive,demo_data
Supplier_0141,supplier0141@example.com,0700000141,SupplierAddr_0141_HaNoi,HaNoi,Vietnam,TAX000000141,Contact_0141,425140416.00,119,excellent,blocked,demo_data
Supplier_0142,supplier0142@example.com,0700000142,SupplierAddr_0142_HoChiMinh,HoChiMinh,Vietnam,TAX000000142,Contact_0142,276204925.00,214,good,active,demo_data
Supplier_0143,supplier0143@example.com,0700000143,SupplierAddr_0143_DaNang,DaNang,Vietnam,TAX000000143,Contact_0143,805838566.00,347,average,inactive,demo_data
Supplier_0144,supplier0144@example.com,0700000144,SupplierAddr_0144_HaiPhong,HaiPhong,Vietnam,TAX000000144,Contact_0144,1044795631.00,337,poor,blocked,demo_data
Supplier_0145,supplier0145@example.com,0700000145,SupplierAddr_0145_CanTho,CanTho,Vietnam,TAX000000145,Contact_0145,2145303612.00,132,excellent,active,demo_data
Supplier_0146,supplier0146@example.com,0700000146,SupplierAddr_0146_Hue,Hue,Vietnam,TAX000000146,Contact_0146,717104686.00,314,good,inactive,demo_data
Supplier_0147,supplier0147@example.com,0700000147,SupplierAddr_0147_NhaTrang,NhaTrang,Vietnam,TAX000000147,Contact_0147,1080893547.00,274,average,blocked,demo_data
Supplier_0148,supplier0148@example.com,0700000148,SupplierAddr_0148_VungTau,VungTau,Vietnam,TAX000000148,Contact_0148,421219267.00,384,poor,active,demo_data
Supplier_0149,supplier0149@example.com,0700000149,SupplierAddr_0149_BinhDuong,BinhDuong,Vietnam,TAX000000149,Contact_0149,741896596.00,312,excellent,inactive,demo_data
Supplier_0150,supplier0150@example.com,0700000150,SupplierAddr_0150_BacNinh,BacNinh,Vietnam,TAX000000150,Contact_0150,1940140383.00,89,good,blocked,demo_data
Supplier_0151,supplier0151@example.com,0700000151,SupplierAddr_0151_HaNoi,HaNoi,Vietnam,TAX000000151,Contact_0151,596317880.00,4,average,active,demo_data
Supplier_0152,supplier0152@example.com,0700000152,SupplierAddr_0152_HoChiMinh,HoChiMinh,Vietnam,TAX000000152,Contact_0152,2058020037.00,361,poor,inactive,demo_data
Supplier_0153,supplier0153@example.com,0700000153,SupplierAddr_0153_DaNang,DaNang,Vietnam,TAX000000153,Contact_0153,1951043941.00,90,excellent,blocked,demo_data
Supplier_0154,supplier0154@example.com,0700000154,SupplierAddr_0154_HaiPhong,HaiPhong,Vietnam,TAX000000154,Contact_0154,1020262452.00,266,good,active,demo_data
Supplier_0155,supplier0155@example.com,0700000155,SupplierAddr_0155_CanTho,CanTho,Vietnam,TAX000000155,Contact_0155,2133494709.00,149,average,inactive,demo_data
Supplier_0156,supplier0156@example.com,0700000156,SupplierAddr_0156_Hue,Hue,Vietnam,TAX000000156,Contact_0156,687274225.00,33,poor,blocked,demo_data
Supplier_0157,supplier0157@example.com,0700000157,SupplierAddr_0157_NhaTrang,NhaTrang,Vietnam,TAX000000157,Contact_0157,1075555258.00,169,excellent,active,demo_data
Supplier_0158,supplier0158@example.com,0700000158,SupplierAddr_0158_VungTau,VungTau,Vietnam,TAX000000158,Contact_0158,2007889849.00,314,good,inactive,demo_data
Supplier_0159,supplier0159@example.com,0700000159,SupplierAddr_0159_BinhDuong,BinhDuong,Vietnam,TAX000000159,Contact_0159,348097012.00,92,average,blocked,demo_data
Supplier_0160,supplier0160@example.com,0700000160,SupplierAddr_0160_BacNinh,BacNinh,Vietnam,TAX000000160,Contact_0160,959004475.00,260,poor,active,demo_data
Supplier_0161,supplier0161@example.com,0700000161,SupplierAddr_0161_HaNoi,HaNoi,Vietnam,TAX000000161,Contact_0161,1657459099.00,386,excellent,inactive,demo_data
Supplier_0162,supplier0162@example.com,0700000162,SupplierAddr_0162_HoChiMinh,HoChiMinh,Vietnam,TAX000000162,Contact_0162,555424919.00,360,good,blocked,demo_data
